ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom,Group
115,Gilpinia hercyniae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,"NF, NS, PE, NB, QC, ON",Useful control agent,1170502,Gilpinia,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
116,Diprion pallida,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
117,Diprion pindrowi,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
118,Diprion polytoma,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
119,Neodiprion abietis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,"QC, MB, SK, AB",Unknown,441913,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
120,Neodiprion excitans,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,441918,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
121,Neodiprion lecontei,DNA virus,Baculoviridae,Neodiprion lecontei NPV,,,,,,1/8/2096,2/12/2099,"QC, ON",Useful control agent,441921,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
122,Neodiprion merkeli,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,441923,Neodiprion,Diprionidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
123,Neodiprion nanulus contortae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,441925,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
124,Neodiprion pratti banksianae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,441931,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
125,Neodiprion sertifer,DNA virus,Baculoviridae,Neodiprion sertifer NPV,,,Field,"Japan, Canada",,1/8/2096,2/12/2099,ON,Useful control agent,441937,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
126,Neodiprion swainei,DNA virus,Baculoviridae,Neodiprion swainei NPV,,,,,,1/8/2096,2/12/2099,QC,Useful control agent,441940,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
127,Neodiprion taedae linearis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,441941,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
128,Neodiprion taedae taedae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
129,Neodiprion virginiana,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,441943,Neodiprion,Diprionidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
130,Iridomyrmex itoi,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
131,Cephalcia abietis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,860922,Cephalcia,Pamphiliidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
132,Cephalcia issiki,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
133,Sirex juvencus,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,689618,Sirex,Siricidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
134,Sirex noctilio,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,36765,Sirex,Siricidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
135,Urocerus gigas gigas,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,222807,Urocerus,Siricidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
136,Urocerus tardigradus,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
137,Xeris spectrum,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,410288,Xeris,Siricidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
138,Anoplonyx destructor,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,1384765,Anoplonyx,Tenthredinidae,Hymenoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
139,Nematus olfaciens,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1385296,Nematus,Tenthredinidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
140,Pikonema dimmockii,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,362161,Euura,Tenthredinidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
141,Pristiphora erichsonii,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,362180,Pristiphora,Tenthredinidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1351,Pristiphora geniculata,DNA virus,Baculoviridae,NPV,Larva,midgut,Field,Canada,,1/8/2096,2/12/2099,QC,Unknown,362181,Pristiphora,Tenthredinidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
142,Trichiocampus irregularis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
143,Trichiocampus viminalis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
144,Anthela varia,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,469242,Anthela,Anthelidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
145,Pterolocera amplicornis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1376737,Pterolocera,Anthelidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
146,Amsacta albistriga,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,340056,Amsacta,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
147,Amsacta moorei,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
148,Arctia caja,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,289281,Arctia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
149,Arctia caja,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,289281,Arctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
150,Arctia villica,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,706474,Arctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
151,Arctia villica,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,706474,Arctia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
152,Ardices glatignyi,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
153,Diaphora mendica,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,987922,Diaphora,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
154,Diaphora mendica,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,987922,Diaphora,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
155,Hypercompe icasia,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,694597,Hypercompe,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
156,Estigmene acrea,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,56594,Estigmene,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
157,Estigmene acrea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,56594,Estigmene,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
158,Euplagia quadripunctaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,987932,Euplagia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
159,Lophocampa argentata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,572778,Lophocampa,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
160,Lophocampa caryae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,505945,Lophocampa,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
161,Hyphantria cunea,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,39466,Hyphantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
162,Hyphantria cunea,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,39466,Hyphantria,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
163,Tyria jacobaeae,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,179666,Tyria,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
164,Tyria jacobaeae,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,179666,Tyria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
165,Pyrrharctia isabella,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,214332,Pyrrharctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
166,Panaxia dominula,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
167,Panaxia dominula,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
168,Parasemia plantaginis,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,874455,Arctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
169,Pericallia ricini,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,337079,Olepa,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
170,Phragmatobia fuluginosa,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
171,Rhyparia purpurata,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,988033,Diacrisia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
172,Rhyparia purpurata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,988033,Diacrisia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
173,Spilarctia flammeolus,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
174,Spilosoma lubricipeda,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,875880,Spilosoma,Erebidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
175,Spilosoma lubricipeda,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,875880,Spilosoma,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
176,Spilosoma lubricipeda,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,875880,Spilosoma,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
177,Spilosoma subcarnea,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1078815,Spilarctia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
178,Spilosoma subcarnea,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,1078815,Spilarctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
179,Spilosoma lutea,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,875881,Spilarctia,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
180,Spilosoma punctaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,2249631,Spilosoma,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
181,Spilosoma punctaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,2249631,Spilosoma,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
182,Bombyx mori,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,7091,Bombyx,Bombycidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
183,Bombyx mori,DNA virus,Baculoviridae,Bombyx mori NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,7091,Bombyx,Bombycidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
184,Bombyx mori,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,7091,Bombyx,Bombycidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
185,Carposina niponensis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,252295,Carposina,Carposinidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
186,Coleophora laricella,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,687029,Coleophora,Coleophoridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
187,Danaus plexippus,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,13037,Danaus,Nymphalidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
188,Phryganidia californica,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,2013496,Phryganidia,Notodontidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
189,Falcaria lacertinaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,505411,Falcaria,Drepanidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
190,Ethmia assamensis,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
191,Brachmia macroscopa,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,1604231,Helcystogramma,Gelechiidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
192,Pectinophora gossypiella,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,13191,Pectinophora,Gelechiidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
193,Pectinophora gossypiella,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,13191,Pectinophora,Gelechiidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
194,Phthorimaea operculella,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,192464,Phthorimaea,Gelechiidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
195,Abraxas grossulariata,DNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,1007343,Abraxas,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
196,Abraxas grossulariata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1007343,Abraxas,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
197,Alsophila pometaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,689273,Alsophila,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
198,Alsophila pometaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,689273,Alsophila,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
199,Biston betularia cognataria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,82595,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
200,Aplocera plagiata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,942218,Aplocera,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
201,Aplocera plagiata,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,942218,Aplocera,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
202,Thallophaga hyperborea,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,942416,Thallophaga,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
203,Apocheima pilosaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,326965,Apocheima,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
204,Biston betularia,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,82595,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
205,Biston betularia,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,82595,Biston,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
206,Biston hirtaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
207,Biston hispidaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
208,Biston robustum,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,2249501,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
209,Biston strataria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,722658,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
210,Boarmia bistortata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
211,Bupalus piniarius,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,104490,Bupalus,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
212,Bupalus piniarius,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,104490,Bupalus,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
213,Calospilos miranda,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
214,Carecomotis repulsaria,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
215,Caripeta divisata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,214075,Caripeta,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
216,Crocallis elinguaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,934829,Crocallis,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
217,Cystidia stratonice stratonice,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
218,Ennomos quercaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,1502331,Ennomos,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
219,Ennomos quercinaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,875883,Ennomos,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
220,Ennomos subsignaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,216861,Ennomos,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
221,Enypia venata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,572843,Enypia,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
222,Erannis defoliaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,104474,Erannis,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
223,Erannis tiliaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,722664,Erannis,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
224,Erannis tiliaria,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,,722664,Erannis,Geometridae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
225,Erannis tiliaria vancouverensis,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,2449072,Erannis,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
226,Eupithecia longipalpata,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,572763,Eupithecia,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
227,Gonodontis arida,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
228,Heterolocha aristonaria niphonica,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
229,Lambdina fiscellaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,84293,Lambdina,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
230,Lambdina fiscellaria lugubrosa,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,84293,Lambdina,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
231,Lambdina fiscellaria somniaria,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
