PathogenSpecies,Group,HighTaxon,LowTaxon,
Rhizionella tenuis ,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Cometoides pileatus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Cometoides capitatus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Prismatospora evansi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Tetraedrospora sciarae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus cecheni,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus cervicornis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus licini,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus rostratus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus tuzetae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus wellmeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus olivacus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ramicephalus ozakii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Coronoepimeritus japonicus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Coronoepimeritus monospinus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Dinematospora grassei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Doliospora repelini,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Doliospora troguli,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Quadruspinospora acridae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Quadruspinospora megaspinosa,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Quadruspinospora dichotoma,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Menospora polyacantha,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus oligacanthus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus hexacanthus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus gracilis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus orthetri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus magnus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus miyanensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus ramidigitus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola hexacantha,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola longicollare,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola orthetri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola rodgii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola crocothemis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Acuta rousseaui,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Monoica apis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gigaductus agoni,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus brachyni,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus americanus,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus anchi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus exiguus,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus elongata,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus macrospora,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus parvus,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus podurae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gigaductus steropi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Ophryocystis schneideri,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Ophryocystis hessei,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Ophryocystis duboscqi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Ophryocystis francisi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Ophryocystis elekroscirrha,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Machadoella triatomae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella annulatae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella anophelis,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella aphiochaetae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella maligna,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella pipientis,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Tipulocystis maximae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Barrouxia ornata,Protozoa,Apicomplexa,Coccidea (Adeleida),
Legerella parva,Protozoa,Apicomplexa,Coccidea (Adeleida),"Levine (1988) places in Order Eucoccidiorida.  Tanada & Kaya place in Coccidia, Order Adeleida."
Adelina akidium,Protozoa,Apicomplexa,Coccidea (Adeleida),
Adelina acarinae,Protozoa,Apicomplexa,Coccidea (Adeleida),
Adelina mesnili,Protozoa,Apicomplexa,Coccidea (Adeleida),
Adelina riouxi,Protozoa,Apicomplexa,Coccidea (Adeleida),
Adelina transita,Protozoa,Apicomplexa,Coccidea (Adeleida),
Adelina zonula,Protozoa,Apicomplexa,Coccidea (Adeleida),
Chagasella ganapatii,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Chagasella gibbsi,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Chagasella hartmanni,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Legerella grassii,Protozoa,Apicomplexa,Coccidea (Adeleida),
Ganapatiella odontotermitis,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Ithania wenrichi,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Steganorhynchus dunwoodyi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hoplorhynchus acanthatholius,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Heterovesicula cowani,Protozoa,Microspora,Microsporea ,
Nosema grylli,Protozoa,Microspora,Microsporea (Microsporida),
Nosema muscidifuracis,Protozoa,Microspora,Microsporea (Microsporida),
Napamichum cellatum,Protozoa,Microspora,Microsporea (Microsporida),
Chytridiopsis trichopterae,Protozoa,Microspora,Microsporea (Minisporida),
Gregarina coronata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Cosmetophilus vonones,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina niphandrodes,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina saraviae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Actinocephalus carrilynnae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Anisolobus indicus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Hirmocystis minuta,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Leidyana oryzaephili,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Babesia equi,Protozoa,Apicomplexa,Haematozoea (Piroplasmida),
Ascocystis taiwanensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascocystis armigerei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Mattesia geminata,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Theileria ovis,Protozoa,Apicomplexa,Haematozoea (Piroplasmida),
Herpetomonas mariadeanei,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas ampelophilae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Bacillus laterosporus/alvei,Bacteria,Spore-forming bacteria,Bacillaceae,
Ascogregarina armigerei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina barretti,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina geniculati,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina galliardi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina clarki,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina chagasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascogregarina brachyceri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Syncystis mirabilis,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Lipotropha calliphorae,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Lipotropha dorci,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Lipotropha macrospora,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Enterocystis hydrophili,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ophryocystis perezi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Diplocystis clerci,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina coelomica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina chelidurellae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina cylindrica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina culleata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina legeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina gibbii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina dichirotrichi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina hirakawaenis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina panchlorae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina mesomorphi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Nosema buckleyi,Protozoa,Microspora,Microsporea (Microsporida),
Ramicephalus bodenheimeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Lepismatophila ctenolepismae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Quadruspinospora atractomorphae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Odonaticola haldari,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Cordyceps aphodii,Fungi,Pyrenomycetes,Hypocreales,
Cordyceps clavatula,Fungi,Pyrenomycetes,Hypocreales,
Cordyceps kirkii,Fungi,Pyrenomycetes,Hypocreales,
Cordyceps robertsii,Fungi,Pyrenomycetes,Hypocreales,
Gibberella baccata,Fungi,,,Teleomorph of Fusarium lateritium?
Aegerita webberi,Fungi,Deuteromycetes,unknown,
Isaria sinclairii,Fungi,Deuteromycetes,unknown,
Myriangium thwaitessi,Fungi,Deuteromycetes,unknown,
Sphaerostible auranticola,Fungi,Deuteromycetes,unknown,
Fusarium stilboides,Fungi,Deuteromycetes,unknown,
Hirsutella subulata,Fungi,Deuteromycetes,unknown,
Erynia neoaphidis,Fungi,Zygomycetes,Entomophthorales,"Acc. to Ben-Ze’ev and Kenneth, EDWIP ref 2002, this should be in genus Zoophthora."
Bacillus larvae,Bacteria,Spore-forming bacteria,Bacillaceae,
Diplocystis oxycani,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina botulina,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Pseudomonocystis spinosus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ophryocystis marplesi,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Leptomonas ctenocephali,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Aspergillus parasiticus,Fungi,Deuteromycetes,unknown,
Coelomomyces borealis,Fungi,Chytridiomycetes,Blastocladiales,
Saprolegnia ferax,Fungi,Oomycetes,Saprolegniales,
Saprolegnia hypogyna,Fungi,Oomycetes,Saprolegniales,
Tetrahymena pyriformis,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Epistylis sp.,Protozoa,Ciliophora,Oligohymenophorea (Mobilida),
Vorticella striata,Protozoa,Ciliophora,Oligohymenophorea ,
Vorticella sp.,Protozoa,Ciliophora,Oligohymenophorea ,
Lankesteria barretti,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Lankesteria clarki,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Caulleryella sp.,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Tetrahymena sp.,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Tetrahymena gelei,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Parathelohania evansae,Protozoa,Microspora,Microsporea (Microsporida),
Bacillus euloomarahae,Bacteria,Spore-forming bacteria,Bacillaceae,
Leptomonas agilis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas ampelophilae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas anthomyiae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas anophelini,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas apis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas arctocorixae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas aspongopi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas blaberae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas capsularis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas chattoni,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas collosoma,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas costoris,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas craggi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas ctenophthalmi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas ctenopsyllae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas drosophilae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas emphyti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas eristalis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas familiaris,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas familiaris saxatilis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),"From Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 .  What is the status of this name?  Subspecies or variety?"
Leptomonas foveati,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas gracilis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas inhospes,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas jaculum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas jordanoi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas larvicola,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas legerorum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas leptoglossi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas lineata,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas lygaei,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas lygaeorum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas mercieri,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas mesnili,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas mirabilis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas mirperi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas naucoridis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas oestrorum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas oncopelti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pattoni,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pediculi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas periplanetae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pierantoni,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pulicis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pycnosomae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas pyrrhocoris,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas rhinoestri,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas scatophagae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas serpens,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas soudanensis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas stomoxyae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas stratiomyiae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas tortum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia fasciculata,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Rhynchoidomonas luciliae,Protozoa,Euglenozoa,Kinetoplastidea,
Gregarina alphitobii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Mattesia alphitobii,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Gregarina sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Blastocrithidia anophelis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia christophersi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia cleti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia ctenocephali,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia culicis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia erythesinarum,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia euryophthalmi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia euschisti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia familiaris,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia gallardoi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia gerridis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia haemaphysalidis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia hyalommae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia hystrichopsyllae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia leptocoridis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia leptotrypanoides,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia listropodae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia lituri,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia nalipi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia nycteribiae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia ortheae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia oxycareni,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia pessoai,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia pulicis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia sandoni,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia sp.,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia spinigeri,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia subulata,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia vacuolata,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Blastocrithidia veliae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia acanthocephali,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia campanulata,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia flexonema,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia haematopotae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia lesnei,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia luciliae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia minuta,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia oncopelti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia pangoniae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia polleniae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia rileyi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia sp.,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia striati,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia tabani,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Crithidia tenuis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas algeriensis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas bombycis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas caulleryi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas elmassiani,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas ludwigi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas notonectae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas roubaudi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas rubrostriatae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas siphunculinae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas sp.,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Herpetomonas trajecti,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas davidi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas serinethae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Trypanosoma kalwanensis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Rhynchoidomonas drosophilae,Protozoa,Euglenozoa,Kinetoplastidea,
Rhynchoidomonas fanniae,Protozoa,Euglenozoa,Kinetoplastidea,
Rhynchoidomonas intestinalis,Protozoa,Euglenozoa,Kinetoplastidea,
Rhynchoidomonas roubaudi,Protozoa,Euglenozoa,Kinetoplastidea,
Rhynchoidomonas siphunculinae,Protozoa,Euglenozoa,Kinetoplastidea,
Blastocrithidia penicillidiae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leptomonas sarcophagae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Rhynchoidomonas sp.,Protozoa,Euglenozoa,Kinetoplastidea,
Vorticella convallaria,Protozoa,Ciliophora,Oligohymenophorea ,
Carchesium sp.,Protozoa,Ciliophora,Oligohymenophorea,
Leptomonas vespae,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Stempellia milleri,Protozoa,Microspora,Microsporea (Microsporida),
Weiseria spinosa,Protozoa,Microspora,Microsporea (Microsporida),
Stempellia sp.,Protozoa,Microspora,Microsporea (Microsporida),
Plasmodium berghei berghei,Protozoa,Apicomplexa,Haematozoea (Haemospororida),
Tetrahymena sp. (Shapiro isolate),Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Toxoglugea sp.,Protozoa,Microspora,Microsporea (Microsporida),
Culicinomyces clavosporus,Fungi,Deuteromycetes,Unknown,
Pleistophora culicoidi,Protozoa,Microspora,Microsporea (Microsporida),Spelling?  Plistophora?
Borrelia sp.,Bacteria,,,This is a Spirochete.
Pleistophora debaisieuxi,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania sp. near simulii,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania sp. near bertrami,Protozoa,Microspora,Microsporea (Microsporida),
Tetrahymena rotunda,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Culicinomyces sp.,Fungi,Deuteromycetes,unknown,
Simuliomyces lairdi,Fungi,Zygomycetes,Harpellales,
Bacillus insectus,Bacteria,Spore-forming bacteria,Bacillaceae,
Tabanomyces milkoi,Fungi,Zygomycetes,Entomophthorales,Tanada and Kaya list this as a “doubtful or rejected” genus.
Entomophthora apiculata,Fungi,Zygomycetes,Entomophthorales,
Entomophthora sepulchris,Fungi,Zygomycetes,Entomophthorales,
Diplocystis schneideri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Trypanosoma hedricki,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Corynebacterium sp.,Bacteria,Actinomycetes,,
Hepatozoon triatomae,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),
Trypanosoma rangeli,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Pleistophora blattellae,Protozoa,Microspora,Microsporea (Microsporida),Spelling?  blatellae or blattellae?
Leidyana subramanii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Torogregarina sphinx,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Leidyana canadensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Leidyana migrator,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Domadracunculus janovyii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Nubenocephalus nebraskensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Nosema portugal,Protozoa,Microspora,Microsporea (Microsporida),
Quadruhyalodiscus gallerucidae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Steinina zwetkowi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Caulocephalus sastrae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina juengeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Unikaryon bouixi,Protozoa,Microspora,Microsporea (Microsporida),
Unikaryon mattei,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora grossa,Protozoa,Microspora,Microsporea (Microsporida),
Tetrahymena chironomi,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
