RefCode,ERNntr,Host,Pathogen,Citation
769,400,Laodelphax striatellus,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,401,Orius tristicolor,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,402,Nephotettix cincticeps,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,403,Nilaparvata lugens,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
773,404,Euchaetes egle,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,405,Feltia jaculifera,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,406,Lacinipolia renigera,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,407,Hypena scabra,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,408,Symmerista albifrons,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,409,Elasmopalpus lignosellus,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,410,Ceratomia catalpae,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,411,Zygogramma suturalis,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,412,Chironomus riparius,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
773,413,Musca domestica,Anagrapha falcifera NPV (AfMNPV),"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488."
775,414,Heliothis virescens,Spodoptera exigua NPV  (SeMNPV),"Gelernter, W. D., and Federici, B. A. 1986. Isolation, identification, and determination of virulence of a nuclear polyhedrosis virus from beet armyworm, Spodoptera exigua (Lepidoptera: Noctuidae).  Environ. Entomol. 15:240-245."
775,415,Spodoptera frugiperda,Spodoptera exigua NPV  (SeMNPV),"Gelernter, W. D., and Federici, B. A. 1986. Isolation, identification, and determination of virulence of a nuclear polyhedrosis virus from beet armyworm, Spodoptera exigua (Lepidoptera: Noctuidae).  Environ. Entomol. 15:240-245."
775,416,Trichoplusia ni,Spodoptera exigua NPV  (SeMNPV),"Gelernter, W. D., and Federici, B. A. 1986. Isolation, identification, and determination of virulence of a nuclear polyhedrosis virus from beet armyworm, Spodoptera exigua (Lepidoptera: Noctuidae).  Environ. Entomol. 15:240-245."
181,417,Trichoplusia ni,Plusia gamma NPV (PgSNPV),"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-"
778,418,Epiplatys bifasciatus,Bacillus sphaericus,"Singer, S. Potential of Bacillus sphaericus and related spore-forming bacteria for pest control. Chapter 14 [pp.283-298] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
778,419,Simulium vittatum,Bacillus sphaericus,"Singer, S. Potential of Bacillus sphaericus and related spore-forming bacteria for pest control. Chapter 14 [pp.283-298] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
778,420,Plodia interpunctella ,Bacillus sphaericus,"Singer, S. Potential of Bacillus sphaericus and related spore-forming bacteria for pest control. Chapter 14 [pp.283-298] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
778,421,Lasioderma serricorne,Bacillus sphaericus,"Singer, S. Potential of Bacillus sphaericus and related spore-forming bacteria for pest control. Chapter 14 [pp.283-298] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
778,422,Apis mellifera,Bacillus sphaericus,"Singer, S. Potential of Bacillus sphaericus and related spore-forming bacteria for pest control. Chapter 14 [pp.283-298] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
1079,423,Amphimallon solstitialis,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,424,Cetonia aurata,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,425,Lichnanthe vulpina,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,426,Maladera castanea,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,427,Oryctes nasicornis,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,428,Phyllophaga fusca,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,429,Phyllophaga futilis,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,430,Phyllophaga hirticula,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,431,Phyllophaga inversa,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,432,Phyllophaga rugosa,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
619,433,Coleomegilla maculata,Nosema epilachnae,"Brooks, W. M., Hazard, E. I. and Becnel, J., 1985. Two new species of Nosema (Microsporida: Nosematidae) from the Mexican bean beetle Epilachna varivestis (coleoptera: Coccinellidae). J. Protozool. 32: 525-535."
1231,434,Psorophora ciliata,Nosema algerae,"Savage, K.E., 1975. Nosema algerrae Vavra and Undeen, 1970 (Protozoa: Microsporidia), its bionomics and development for use as a biological control agent of mosquitoes. MS thesis, University of Florida, Gainsville."
1231,435,Toxorhynchites rutilus septentrionalis,Nosema algerae,"Savage, K.E., 1975. Nosema algerrae Vavra and Undeen, 1970 (Protozoa: Microsporidia), its bionomics and development for use as a biological control agent of mosquitoes. MS thesis, University of Florida, Gainsville."
1233,436,Megachile rotundata,Aspergillus parasiticus,"Goerzen, D.W., Erlandson, M.A., and Moore, K.C., 1990.  Effect of two insect viruses and two entomopathogenic fungi on larval and pupal development in the alfalfa leafcutting bee, Megachile rotundata (Fab.) (Hymenoptera: Megachilidae).  Can. Entomol. 122: 1039-1040."
1233,437,Megachile rotundata,Beauveria bassiana,"Goerzen, D.W., Erlandson, M.A., and Moore, K.C., 1990.  Effect of two insect viruses and two entomopathogenic fungi on larval and pupal development in the alfalfa leafcutting bee, Megachile rotundata (Fab.) (Hymenoptera: Megachilidae).  Can. Entomol. 122: 1039-1040."
1309,438,Hyalophora cecropia,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1309,439,Samia cynthia,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1309,440,Manduca sexta,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1309,441,Blaberus craniifer,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1309,442,Byrsotria fumigata,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1309,443,Periplaneta americana,Nosema whitei,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932."
1354,444,Aedes aegypti,Tetrahymena pyriformis,"Roberts, D. W. and Strand, M. A., 1977.  Pathogens of medically important arthropods.  Suppl. no. 1, Bull. World Health Org. 55: 419 pp."
1079,445,Rhizotrogus majalis,Bacillus popilliae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,446,Cetonia aurata,Bacillus euloomarahae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,447,Melolontha melolontha,Bacillus euloomarahae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
1079,448,Oryctes nasicornis,Bacillus euloomarahae,"Dutky, S.R. 1963.  The Milky Disease, pp. 75-116 in Steinhaus, E.A., 1963.  Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp."
779,449,Antheraea yamamai,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,450,Antheraea pernyi,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,451,Samia cynthia pryeri,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,452,Dendrolimus spectabilis,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,453,Polia illoba,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,454,Spilosoma imparilis,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,455,Artogeia rapae crucivora,Bombyx mori CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,456,Antheraea yamamai,Dendrolimus spectabilis CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,457,Antheraea pernyi,Dendrolimus spectabilis CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,458,Samia cynthia pryeri,Dendrolimus spectabilis CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
779,459,Samia cynthia ricini,Dendrolimus spectabilis CPV,"Tanaka, S., 1971.  Cross transmission of Cytoplasmic-Polyhedrosis Viruses, in The cytoplasmic-polyhedrosis virus of the silkworm, Aruga, H., and Tanada, Y., Eds. University of Tokyo Press."
1432,460,Musca domestica,Leptomonas sarcophagae,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,461,,,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,462,Drosophila melanogaster,Herpetomonas muscarum,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,463,Gerris remigis,Leptomonas ctenocephali,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,464,Gerris remigis,Herpetomonas muscarum,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,465,Ctenocephalides canis,Herpetomonas muscarum,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,466,Musca domestica,Leptomonas ctenocephali,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,467,Musca domestica,Blastocrithidia gerridis,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1432,468,Triatoma sp.,Crithidia fasciculata,"Wallace, F. G., 1966.  The trypanosomatid parasites of insects and arachnids.  Exp. Parasitol. 18: 124-193."
1405,469,Simulium vittatum,Bacillus alvei,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,470,Cnephia ornithophilia,Nosema algerae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,471,Cnephia ornithophilia,Nosema eurytremae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,472,Cnephia ornithophilia,Vairimorpha necatrix,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,474,Simulium verecundum,Nosema algerae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,475,Simulium verecundum,Nosema eurytremae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,476,Simulium verecundum,Vairimorpha necatrix,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,477,Simulium vittatum,Nosema algerae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,478,Simulium vittatum,Nosema eurytremae,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
1405,479,Simulium vittatum,Vairimorpha necatrix,"Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 "
979,481,Tenebrio molitor,Nosema destructor,"Steinhaus, E.A., and Hughes, K.M.  1949.  Two newly described species of microsporidia from the potato tuberworm, Gnorimoschema operculella (Zeller) (Lepidoptera, Gelechiidae).  J. Parasitol. 35:67-75."
979,482,Estigmene acrea,Nosema destructor,"Steinhaus, E.A., and Hughes, K.M.  1949.  Two newly described species of microsporidia from the potato tuberworm, Gnorimoschema operculella (Zeller) (Lepidoptera, Gelechiidae).  J. Parasitol. 35:67-75."
979,483,Tenebrio molitor,Pleistophora californica,"Steinhaus, E.A., and Hughes, K.M.  1949.  Two newly described species of microsporidia from the potato tuberworm, Gnorimoschema operculella (Zeller) (Lepidoptera, Gelechiidae).  J. Parasitol. 35:67-75."
979,484,Estigmene acrea,Pleistophora californica,"Steinhaus, E.A., and Hughes, K.M.  1949.  Two newly described species of microsporidia from the potato tuberworm, Gnorimoschema operculella (Zeller) (Lepidoptera, Gelechiidae).  J. Parasitol. 35:67-75."
579,485,Depressaria heraclina,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
1823,486,Coptotomus interrogatus,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,487,Belostoma fluminea,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,488,Ranatra australis,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,489,Agrotis ipsilon,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,490,Galleria mellonella,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,491,Chauliodes rastricornis,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,492,Anax junius,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,493,Nauphoeta cinerea,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,494,Panchlora nivea,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,495,Blatta orientalis,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,496,Eurycotis floridana,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,497,Periplaneta americana,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,498,Corydalus cornutus,Nosema algerae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,499,Trichoplusia ni,Nosema gasti,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,500,Acheta domesticus,Nosema locustae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,501,Helicoverpa zea,Nosema locustae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,502,Apis mellifera,Nosema locustae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,503,Agrotis ipsilon,Nosema locustae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,504,Tribolium confusum,Vairimorpha necatrix,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
201,505,Drosophila sp.,Nosema trichoplusiae,"Tanabe, A.M., and Tamshiro, M. 1967.  The biology and pathogenicity of a microsporidian (Nosema trichoplusiae sp. n.) of the cabbage looper, Trichoplusia ni (Hubner) (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 9: 188-195."
201,506,Ceratitis capitata,Nosema trichoplusiae,"Tanabe, A.M., and Tamshiro, M. 1967.  The biology and pathogenicity of a microsporidian (Nosema trichoplusiae sp. n.) of the cabbage looper, Trichoplusia ni (Hubner) (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 9: 188-195."
201,507,Bactrocera cucurbitae,Nosema trichoplusiae,"Tanabe, A.M., and Tamshiro, M. 1967.  The biology and pathogenicity of a microsporidian (Nosema trichoplusiae sp. n.) of the cabbage looper, Trichoplusia ni (Hubner) (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 9: 188-195."
201,508,Bactrocera dorsalis,Nosema trichoplusiae,"Tanabe, A.M., and Tamshiro, M. 1967.  The biology and pathogenicity of a microsporidian (Nosema trichoplusiae sp. n.) of the cabbage looper, Trichoplusia ni (Hubner) (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 9: 188-195."
560,509,Hydrophilus sp.,Nosema algerae,"Van Essen, F.W., and Anthony, D.W.  1976. Susceptibility of nontarget arganisms to Nosema algerae (Microsporida: Nosematidae), a parasite of mosquitoes. J. Invertebr. Pathol. 28: 77-85"
881,510,Manduca sexta,Nosema heliothidis,"Brooks, W. M.  1970.  Nosema sphingidis sp. n., a microsporidan parasite of the tobacco hornworm, Manduca sexta.  J. Invertebr. Pathol. 16:390-399."
881,511,Manduca sexta,Nosema trichoplusiae,"Brooks, W. M.  1970.  Nosema sphingidis sp. n., a microsporidan parasite of the tobacco hornworm, Manduca sexta.  J. Invertebr. Pathol. 16:390-399."
881,512,Manduca sexta,Nosema acridophagus,"Brooks, W. M.  1970.  Nosema sphingidis sp. n., a microsporidan parasite of the tobacco hornworm, Manduca sexta.  J. Invertebr. Pathol. 16:390-399."
