ERNntr,PathogenSpecies,CreationDate,ModificationDate,LogMaxDose,HostStageTested,HostSpecies,Group,HighTaxon,LowTaxon,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
449,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Antheraea yamamai,Viruses,Not defined in EDWIP,Not defined in EDWIP,7121,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
450,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Antheraea pernyi,Viruses,Not defined in EDWIP,Not defined in EDWIP,7119,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
451,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Samia cynthia pryeri,Viruses,Not defined in EDWIP,Not defined in EDWIP,7127,Samia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
452,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Dendrolimus spectabilis,Viruses,Not defined in EDWIP,Not defined in EDWIP,155323,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
453,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Polia illoba,Viruses,Not defined in EDWIP,Not defined in EDWIP,2249695,Sarcopolia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
454,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Spilosoma imparilis,Viruses,Not defined in EDWIP,Not defined in EDWIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Bombyx mori CPV,7/16/2097,2/12/2099,,Larva,Artogeia rapae crucivora,Viruses,Not defined in EDWIP,Not defined in EDWIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Dendrolimus spectabilis CPV,7/16/2097,2/12/2099,,Larva,Antheraea yamamai,Viruses,Not defined in EDWIP,Not defined in EDWIP,7121,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
457,Dendrolimus spectabilis CPV,7/16/2097,2/12/2099,,Larva,Antheraea pernyi,Viruses,Not defined in EDWIP,Not defined in EDWIP,7119,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
458,Dendrolimus spectabilis CPV,7/16/2097,2/12/2099,,Larva,Samia cynthia pryeri,Viruses,Not defined in EDWIP,Not defined in EDWIP,7127,Samia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
459,Dendrolimus spectabilis CPV,7/16/2097,2/12/2099,,Larva,Samia cynthia ricini,Viruses,Not defined in EDWIP,Not defined in EDWIP,63990,Samia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
460,Leptomonas sarcophagae,1/27/2099,9/13/2000,,,Musca domestica,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),7370,Musca,Muscidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
462,Herpetomonas muscarum,1/27/2099,2/12/2099,,,Drosophila melanogaster,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),7227,Drosophila,Drosophilidae,Diptera,Insecta,5718,Herpetomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
463,Leptomonas ctenocephali,1/27/2099,2/12/2099,,,Gerris remigis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),36163,Aquarius,Gerridae,Hemiptera,Insecta,109467,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
464,Herpetomonas muscarum,1/27/2099,2/12/2099,,,Gerris remigis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),36163,Aquarius,Gerridae,Hemiptera,Insecta,5718,Herpetomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
465,Herpetomonas muscarum,1/27/2099,2/12/2099,,,Ctenocephalides canis,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),50434,Ctenocephalides,Pulicidae,Siphonaptera,Insecta,5718,Herpetomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
466,Leptomonas ctenocephali,1/27/2099,2/12/2099,,,Musca domestica,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),7370,Musca,Muscidae,Diptera,Insecta,109467,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
467,Blastocrithidia gerridis,1/27/2099,2/12/2099,,,Musca domestica,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),7370,Musca,Muscidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
468,Crithidia fasciculata,1/27/2099,2/12/2099,,,Triatoma sp.,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),30075,Triatoma,Reduviidae,Hemiptera,Insecta,5656,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
469,Bacillus alvei,3/1/2099,3/1/2099,,Larva,Simulium vittatum,Bacteria,Spore-forming bacteria,Bacillaceae,7192,Simulium,Simuliidae,Diptera,Insecta,44250,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
470,Nosema algerae,3/1/2099,3/1/2099,,Larva,Cnephia ornithophilia,Fungi,Microspora,Microsporea (Microsporida),61026,Cnephia,Simuliidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
471,Nosema eurytremae,3/1/2099,3/1/2099,,Larva,Cnephia ornithophilia,Fungi,Microspora,Microsporea (Microsporida),61026,Cnephia,Simuliidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
472,Vairimorpha necatrix,3/1/2099,3/1/2099,,Larva,Cnephia ornithophilia,Fungi,Microspora,Microsporea (Microsporida),61026,Cnephia,Simuliidae,Diptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
474,Nosema algerae,3/1/2099,3/1/2099,,Larva,Simulium verecundum,Fungi,Microspora,Microsporea (Microsporida),109159,Simulium,Simuliidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
475,Nosema eurytremae,3/1/2099,3/1/2099,,Larva,Simulium verecundum,Fungi,Microspora,Microsporea (Microsporida),109159,Simulium,Simuliidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
476,Vairimorpha necatrix,3/1/2099,3/1/2099,,Larva,Simulium verecundum,Fungi,Microspora,Microsporea (Microsporida),109159,Simulium,Simuliidae,Diptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
477,Nosema algerae,3/1/2099,3/1/2099,,Larva,Simulium vittatum,Fungi,Microspora,Microsporea (Microsporida),7192,Simulium,Simuliidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
478,Nosema eurytremae,3/1/2099,3/1/2099,,Larva,Simulium vittatum,Fungi,Microspora,Microsporea (Microsporida),7192,Simulium,Simuliidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
479,Vairimorpha necatrix,3/1/2099,3/1/2099,,Larva,Simulium vittatum,Fungi,Microspora,Microsporea (Microsporida),7192,Simulium,Simuliidae,Diptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
481,Nosema destructor,3/22/2099,3/22/2099,,Larva,Tenebrio molitor,Fungi,Microspora,Microsporea (Microsporida),7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
482,Nosema destructor,3/22/2099,3/22/2099,,Larva,Estigmene acrea,Fungi,Microspora,Microsporea (Microsporida),56594,Estigmene,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
483,Pleistophora californica,3/22/2099,3/22/2099,,Larva,Tenebrio molitor,Fungi,Microspora,Microsporea (Microsporida),7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
484,Pleistophora californica,3/22/2099,3/22/2099,,Larva,Estigmene acrea,Fungi,Microspora,Microsporea (Microsporida),56594,Estigmene,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
485,Vairimorpha necatrix,3/27/2099,3/27/2099,At least 10^5 spores per individual,Larva,Depressaria heraclina,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
486,Nosema algerae,5/27/2099,5/27/2099,,,Coptotomus interrogatus,Fungi,Microspora,Microsporea (Microsporida),159805,Coptotomus,Dytiscidae,Coleoptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
487,Nosema algerae,5/27/2099,6/14/2099,1.23 X10^7 spores,,Belostoma fluminea,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
488,Nosema algerae,5/27/2099,6/14/2099,1.30 X 10^8 spores,,Ranatra australis,Fungi,Microspora,Microsporea (Microsporida),280159,Ranatra,Nepidae,Hemiptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
489,Nosema algerae,5/27/2099,5/27/2099,,,Agrotis ipsilon,Fungi,Microspora,Microsporea (Microsporida),56364,Agrotis,Noctuidae,Lepidoptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
490,Nosema algerae,5/27/2099,5/27/2099,,,Galleria mellonella,Fungi,Microspora,Microsporea (Microsporida),7137,Galleria,Pyralidae,Lepidoptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
491,Nosema algerae,5/27/2099,6/14/2099,1.50 X 10^8 spores,,Chauliodes rastricornis,Fungi,Microspora,Microsporea (Microsporida),1771381,Chauliodes,Corydalidae,Megaloptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
492,Nosema algerae,5/27/2099,6/14/2099,1.02 X 10^8 spores,Larva,Anax junius,Fungi,Microspora,Microsporea (Microsporida),214820,Anax,Aeshnidae,Odonata,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
493,Nosema algerae,5/27/2099,12/28/2000,,,Nauphoeta cinerea,Fungi,Microspora,Microsporea (Microsporida),6990,Nauphoeta,Blaberidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
494,Nosema algerae,5/27/2099,5/27/2099,,,Panchlora nivea,Fungi,Microspora,Microsporea (Microsporida),36955,Panchlora,Blaberidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
495,Nosema algerae,5/27/2099,5/27/2099,,,Blatta orientalis,Fungi,Microspora,Microsporea (Microsporida),6976,Blatta,Blattidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
496,Nosema algerae,5/27/2099,5/27/2099,,,Eurycotis floridana,Fungi,Microspora,Microsporea (Microsporida),303877,Eurycotis,Blattidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
497,Nosema algerae,5/27/2099,5/27/2099,,,Periplaneta americana,Fungi,Microspora,Microsporea (Microsporida),6978,Periplaneta,Blattidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
498,Nosema algerae,5/27/2099,5/27/2099,,,Corydalus cornutus,Fungi,Microspora,Microsporea (Microsporida),559164,Corydalus,Corydalidae,Megaloptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
499,Nosema gasti,5/27/2099,5/27/2099,,,Trichoplusia ni,Fungi,Microspora,Microsporea (Microsporida),7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
500,Nosema locustae,5/27/2099,5/27/2099,,,Acheta domesticus,Fungi,Microspora,Microsporea (Microsporida),6997,Acheta,Gryllidae,Orthoptera,Insecta,278021,Antonospora,NA,NA,NA,Fungi
501,Nosema locustae,5/27/2099,5/27/2099,,,Helicoverpa zea,Fungi,Microspora,Microsporea (Microsporida),7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,278021,Antonospora,NA,NA,NA,Fungi
502,Nosema locustae,5/27/2099,5/27/2099,,,Apis mellifera,Fungi,Microspora,Microsporea (Microsporida),7460,Apis,Apidae,Hymenoptera,Insecta,278021,Antonospora,NA,NA,NA,Fungi
503,Nosema locustae,5/27/2099,5/27/2099,,,Agrotis ipsilon,Fungi,Microspora,Microsporea (Microsporida),56364,Agrotis,Noctuidae,Lepidoptera,Insecta,278021,Antonospora,NA,NA,NA,Fungi
504,Vairimorpha necatrix,5/28/2099,5/28/2099,,,Tribolium confusum,Fungi,Microspora,Microsporea (Microsporida),7071,Tribolium,Tenebrionidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
505,Nosema trichoplusiae,6/14/2099,6/14/2099,,Larva,Drosophila sp.,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,35227,Nosema,Nosematidae,NA,NA,Fungi
506,Nosema trichoplusiae,6/14/2099,6/14/2099,,Larva,Ceratitis capitata,Fungi,Microspora,Microsporea (Microsporida),7213,Ceratitis,Tephritidae,Diptera,Insecta,35227,Nosema,Nosematidae,NA,NA,Fungi
507,Nosema trichoplusiae,6/14/2099,2/23/2000,,Larva,Bactrocera cucurbitae,Fungi,Microspora,Microsporea (Microsporida),28588,Zeugodacus,Tephritidae,Diptera,Insecta,35227,Nosema,Nosematidae,NA,NA,Fungi
508,Nosema trichoplusiae,6/14/2099,9/13/2000,,Larva,Bactrocera dorsalis,Fungi,Microspora,Microsporea (Microsporida),27457,Bactrocera,Tephritidae,Diptera,Insecta,35227,Nosema,Nosematidae,NA,NA,Fungi
509,Nosema algerae,6/14/2099,6/14/2099,8.37 X 10^7 spores,,Hydrophilus sp.,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
510,Nosema heliothidis,6/16/2099,6/16/2099,,,Manduca sexta,Fungi,Microspora,Microsporea (Microsporida),7130,Manduca,Sphingidae,Lepidoptera,Insecta,33694,Nosema,Nosematidae,NA,NA,Fungi
511,Nosema trichoplusiae,6/16/2099,6/16/2099,,,Manduca sexta,Fungi,Microspora,Microsporea (Microsporida),7130,Manduca,Sphingidae,Lepidoptera,Insecta,35227,Nosema,Nosematidae,NA,NA,Fungi
512,Nosema acridophagus,6/16/2099,12/13/2000,,,Manduca sexta,Fungi,Microspora,Microsporea (Microsporida),7130,Manduca,Sphingidae,Lepidoptera,Insecta,307626,Tubulinosema,Tubulinosematidae,NA,NA,Fungi
513,Beauveria brongniartii,9/19/2099,9/19/2099,1 X 108 and 1 X 104 conidia/ml,Adult,Apis mellifera,Fungi,Deuteromycetes,unknown,7460,Apis,Apidae,Hymenoptera,Insecta,118266,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
514,Beauveria brongniartii,9/19/2099,9/19/2099,"1.4 X 107 and 1.5 X 107 conidia/ml,",Adult,Apotomopterus japonicus,Fungi,Deuteromycetes,unknown,NA,NA,NA,NA,NA,118266,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
515,Beauveria brongniartii,9/19/2099,9/19/2099,"1.4 X 107 and 1.5 X 107 conidia/ml,",Adult,Apotomopterus dehaani,Fungi,Deuteromycetes,unknown,NA,NA,NA,NA,NA,118266,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
516,Furia pieris,9/29/2099,9/29/2099,,Larva,Lymantria dispar,Fungi,Zygomycetes,Entomophthorales,13123,Lymantria,Erebidae,Lepidoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
517,Furia pieris,9/29/2099,9/29/2099,,Larva,Galleria mellonella,Fungi,Zygomycetes,Entomophthorales,7137,Galleria,Pyralidae,Lepidoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
518,Furia pieris,9/29/2099,9/29/2099,,Larva,Ostrinia nubilalis,Fungi,Zygomycetes,Entomophthorales,29057,Ostrinia,Crambidae,Lepidoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
519,Furia pieris,9/29/2099,9/29/2099,,Larva,Plodia interpunctella,Fungi,Zygomycetes,Entomophthorales,58824,Plodia,Pyralidae,Lepidoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
520,Furia pieris,9/29/2099,9/29/2099,,,Leptinotarsa decemlineata,Fungi,Zygomycetes,Entomophthorales,7539,Leptinotarsa,Chrysomelidae,Coleoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
521,Furia pieris,9/29/2099,9/29/2099,,,Epilachna varivestis,Fungi,Zygomycetes,Entomophthorales,447619,Epilachna,Coccinellidae,Coleoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
522,Furia pieris,9/29/2099,9/29/2099,,,Tribolium confusum,Fungi,Zygomycetes,Entomophthorales,7071,Tribolium,Tenebrionidae,Coleoptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
523,Furia pieris,9/29/2099,9/29/2099,,,Aphis fabae,Fungi,Zygomycetes,Entomophthorales,191316,Aphis,Aphididae,Hemiptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
524,Furia pieris,9/29/2099,9/29/2099,,,Brevicoryne brassicae,Fungi,Zygomycetes,Entomophthorales,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,181056,Furia,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
525,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Larva,Trichoplusia ni,Fungi,Deuteromycetes,unknown,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
526,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Larva,Mamestra brassicae,Fungi,Deuteromycetes,unknown,55057,Mamestra,Noctuidae,Lepidoptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
527,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Larva,Galleria mellonella,Fungi,Deuteromycetes,unknown,7137,Galleria,Pyralidae,Lepidoptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
528,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Larva,Tenebrio molitor,Fungi,Deuteromycetes,unknown,7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
529,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Adult,Sitobion avenae,Fungi,Deuteromycetes,unknown,44664,Sitobion,Aphididae,Hemiptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
530,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Nymph,Bemisia tabaci,Fungi,Deuteromycetes,unknown,7038,Bemisia,Aleyrodidae,Hemiptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
531,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,Adult,Musca domestica,Fungi,Deuteromycetes,unknown,7370,Musca,Muscidae,Diptera,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
532,Tolypocladium cylindrosporum,6/9/2000,6/9/2000,10^6 to 10 ^7 spores/ml suspensions,AdultNymph,Blattella germanica,Fungi,Deuteromycetes,unknown,6973,Blattella,Ectobiidae,Blattodea,Insecta,38005,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
